BeforeCount,AfterCount,Difference,Component,Message,Signature
1,0,-1,jomini_eventmanager.cpp:428,"Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)'","jomini_eventmanager.cpp:428 Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)'"
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/bookmark_portraits/bookmark_209_egg.txt line: 132 (bookmark_209_egg),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/bookmark_portraits/bookmark_209_egg.txt line: * (bookmark_209_egg)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/bookmark_portraits/bookmark_284_cressen.txt line: 132 (bookmark_284_cressen),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/bookmark_portraits/bookmark_284_cressen.txt line: * (bookmark_284_cressen)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 493 (Blackwater_asoiaf_1),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: * (Blackwater_asoiaf_1)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 1933 (Stokeworth_asoiaf_6),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: * (Stokeworth_asoiaf_6)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 3366 (Tall_asoiaf_1),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: * (Tall_asoiaf_1)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 2471 (Thorne_asoiaf_17),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: * (Thorne_asoiaf_17)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: 2651 (Thorne_asoiaf_3),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_crownlands.txt line: * (Thorne_asoiaf_3)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_dornish.txt line: 1388 (Martell_asoiaf_14),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_dornish.txt line: * (Martell_asoiaf_14)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_iron_isles.txt line: 862 (Greyjoy_asoiaf_14),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_iron_isles.txt line: * (Greyjoy_asoiaf_14)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_north.txt line: 129 (Stark_asoiaf_67),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_north.txt line: * (Stark_asoiaf_67)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_north.txt line: 1742 (Stark_asoiaf_7),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_north.txt line: * (Stark_asoiaf_7)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_reach.txt line: 5947 (Beesbury_asoiaf_21),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_reach.txt line: * (Beesbury_asoiaf_21)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_riverlands.txt line: 1560 (Strong_asoiaf_30),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_riverlands.txt line: * (Strong_asoiaf_30)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 1219 (Baratheon_asoiaf_2),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Baratheon_asoiaf_2)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 129 (Baratheon_asoiaf_34),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Baratheon_asoiaf_34)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 309 (Baratheon_asoiaf_36),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Baratheon_asoiaf_36)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 489 (Baratheon_asoiaf_50),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Baratheon_asoiaf_50)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 669 (Baratheon_asoiaf_52),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Baratheon_asoiaf_52)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 3026 (Estermont_asoiaf_44),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Estermont_asoiaf_44)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: 2846 (Wylde_asoiaf_27),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_stormlands.txt line: * (Wylde_asoiaf_27)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 13870 (Celtigar_asoiaf_24),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Celtigar_asoiaf_24)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 2126 (Hammer_asoiaf_1),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Hammer_asoiaf_1)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 850 (Targaryen_asoiaf_36),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_36)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 1947 (Targaryen_asoiaf_51),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_51)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 12783 (Targaryen_asoiaf_76),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_76)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 9917 (Targaryen_asoiaf_8),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_8)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 5548 (Targaryen_asoiaf_81),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_81)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 10096 (Targaryen_asoiaf_9),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_9)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 6652 (Targaryen_asoiaf_90),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_90)
2,0,-2,portraitcontext.cpp:136,Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: 6831 (Targaryen_asoiaf_96),portraitcontext.cpp:136 Unknown gene_dragon_main_horn_shape gene template dragon_horns_none at file: common/dna_data/test_dna_valyrian.txt line: * (Targaryen_asoiaf_96)
