BeforeCount,AfterCount,Difference,Component,Message,Signature
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_86_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_86_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_87_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_87_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_88_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_88_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_8_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_8_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_94_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_94_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_95_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_95_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_96_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_96_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_97_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_97_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_98_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_98_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_99_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_99_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_9_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'asoiaf_Stark_9_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'faegon_main_character' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'faegon_main_character' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'is_jon_snow' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'is_jon_snow' is used but is never set. Setting it in an unused scripted trigger or effect does not count
2,0,-2,jomini_effect.cpp:1161,Variable 'kingsguard_armour' is used but is never set. Setting it in an unused scripted trigger or effect does not count,jomini_effect.cpp:1161 Variable 'kingsguard_armour' is used but is never set. Setting it in an unused scripted trigger or effect does not count
1,0,-1,jomini_eventmanager.cpp:428,"Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: 3 (agot_activity_commission_crown.0001)'","jomini_eventmanager.cpp:428 Duplicated event ID 'agot_activity_commission_crown.0001' found. New Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)', Previous Location: 'file: events/activities/agot_coronation_activity/agot_activity_events_crown_commission.txt line: * (agot_activity_commission_crown.0001)'"
2,0,-2,jomini_eventtarget.cpp:692,Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1176 (asoiaf_drowned_man_clothes_modifiers:weight),jomini_eventtarget.cpp:692 Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: * (asoiaf_drowned_man_clothes_modifiers:weight)
1,0,-1,jomini_scriptvalue.h:459,Cannot use GetMinValue without a value set,jomini_scriptvalue.h:459 Cannot use GetMinValue without a value set
1,0,-1,pdx_blend_shape_database.cpp:26,Blendshape file gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_greyjoy_legs_bs_no_left_leg.mesh not found. Relevant mesh file: gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_ironborn_legs_coa.mesh,pdx_blend_shape_database.cpp:26 Blendshape file gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_greyjoy_legs_bs_no_left_leg.mesh not found. Relevant mesh file: gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_ironborn_legs_coa.mesh
1,0,-1,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: accesory, near line: 17857"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 17857","pdx_persistent_reader.cpp:216 Error: ""Unexpected token: accesory, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: *"
2,0,-2,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_3, near line: 165"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 167","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: is_character_baratheon_3, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: *"
2,0,-2,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_4, near line: 330"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 335","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: is_character_baratheon_4, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: *"
2,0,-2,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_5, near line: 694
Unknown trigger: is_character_baratheon_6, near line: 695
Unknown trigger: is_character_baratheon_7, near line: 696"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 700","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: is_character_baratheon_5, near line: *
Unknown trigger: is_character_baratheon_6, near line: *
Unknown trigger: is_character_baratheon_7, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: *"
2,0,-2,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: liege.has_religion, near line: 1176"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1181","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: liege.has_religion, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: *"
1,0,-1,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: 11965"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 11965","pdx_persistent_reader.cpp:216 Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: *"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: *"
1,0,-1,portraitaccessories.cpp:65,could not find entity [female_cloak_asoiaf_stannis_cloak_1] - file: gfx/portraits/accessories/asoiaf_cloaks.txt line: 51 (female_cloak_asoiaf_stormlands_stannis_cloak_1),portraitaccessories.cpp:65 could not find entity [female_cloak_asoiaf_stannis_cloak_1] - file: gfx/portraits/accessories/asoiaf_cloaks.txt line: * (female_cloak_asoiaf_stormlands_stannis_cloak_1)
1,0,-1,portraitaccessories.cpp:65,could not find entity [female_clothes_asoiaf_stannis_clothes_1] - file: gfx/portraits/accessories/asoiaf_clothes.txt line: 426 (female_clothes_asoiaf_stormlands_stannis_clothes_1),portraitaccessories.cpp:65 could not find entity [female_clothes_asoiaf_stannis_clothes_1] - file: gfx/portraits/accessories/asoiaf_clothes.txt line: * (female_clothes_asoiaf_stormlands_stannis_clothes_1)
1,0,-1,portraitaccessories.cpp:65,could not find entity [female_jewellery_asoiaf_septon_necklace_1] - file: gfx/portraits/accessories/asoiaf_jewellery.txt line: 34 (female_jewellery_asoiaf_septon_necklace_1),portraitaccessories.cpp:65 could not find entity [female_jewellery_asoiaf_septon_necklace_1] - file: gfx/portraits/accessories/asoiaf_jewellery.txt line: * (female_jewellery_asoiaf_septon_necklace_1)
