Stage,Category,PriorLogLine,Component,Message,AfterCount
11,portrait_templates,1544,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6352 (asoiaf_custom_character_colourations),0
11,portrait_templates,1545,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6358 (asoiaf_custom_character_colourations),0
11,portrait_templates,1546,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6492 (asoiaf_custom_character_colourations),0
11,portrait_templates,1547,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6498 (asoiaf_custom_character_colourations),0
11,portrait_templates,1548,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6504 (asoiaf_custom_character_colourations),0
11,portrait_templates,1549,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7292 (asoiaf_custom_character_colourations),0
11,portrait_templates,1550,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7298 (asoiaf_custom_character_colourations),0
11,portrait_templates,1551,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7304 (asoiaf_custom_character_colourations),0
11,portrait_templates,1552,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7726 (asoiaf_custom_character_colourations),0
11,portrait_templates,1553,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7732 (asoiaf_custom_character_colourations),0
11,portrait_templates,1554,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7738 (asoiaf_custom_character_colourations),0
11,portrait_templates,1555,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7744 (asoiaf_custom_character_colourations),0
11,portrait_templates,1556,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7750 (asoiaf_custom_character_colourations),0
11,portrait_templates,1557,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8872 (asoiaf_custom_character_colourations),0
11,portrait_templates,1558,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8878 (asoiaf_custom_character_colourations),0
11,portrait_templates,1559,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8884 (asoiaf_custom_character_colourations),0
11,portrait_templates,1560,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8890 (asoiaf_custom_character_colourations),0
11,portrait_templates,1561,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8896 (asoiaf_custom_character_colourations),0
11,portrait_templates,1562,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8951 (asoiaf_custom_character_colourations),0
11,portrait_templates,1563,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8963 (asoiaf_custom_character_colourations),0
11,portrait_templates,1564,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8969 (asoiaf_custom_character_colourations),0
11,portrait_templates,1565,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 8975 (asoiaf_custom_character_colourations),0
11,portrait_templates,1566,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 9459 (asoiaf_custom_character_colourations),0
11,portrait_templates,1567,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 9465 (asoiaf_custom_character_colourations),0
11,portrait_templates,1568,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 9471 (asoiaf_custom_character_colourations),0
11,portrait_templates,1569,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 9477 (asoiaf_custom_character_colourations),0
11,portrait_templates,1570,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 9483 (asoiaf_custom_character_colourations),0
11,portrait_templates,1571,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10639 (asoiaf_custom_character_colourations),0
11,portrait_templates,1572,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10645 (asoiaf_custom_character_colourations),0
11,portrait_templates,1573,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10651 (asoiaf_custom_character_colourations),0
11,portrait_templates,1574,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10657 (asoiaf_custom_character_colourations),0
11,portrait_templates,1575,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10663 (asoiaf_custom_character_colourations),0
11,portrait_templates,1576,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10767 (asoiaf_custom_character_colourations),0
11,portrait_templates,1577,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10773 (asoiaf_custom_character_colourations),0
11,portrait_templates,1578,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10785 (asoiaf_custom_character_colourations),0
11,portrait_templates,1579,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 10791 (asoiaf_custom_character_colourations),0
11,portrait_rules,1580,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: 11965"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 11965",0
11,portrait_templates,1581,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12215 (asoiaf_custom_character_colourations),0
11,portrait_templates,1582,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12221 (asoiaf_custom_character_colourations),0
11,portrait_templates,1583,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12227 (asoiaf_custom_character_colourations),0
11,portrait_templates,1584,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12233 (asoiaf_custom_character_colourations),0
11,portrait_templates,1585,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12239 (asoiaf_custom_character_colourations),0
11,portrait_templates,1586,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12791 (asoiaf_custom_character_colourations),0
11,portrait_templates,1587,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12797 (asoiaf_custom_character_colourations),0
11,portrait_templates,1588,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12803 (asoiaf_custom_character_colourations),0
11,portrait_templates,1589,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12809 (asoiaf_custom_character_colourations),0
11,portrait_templates,1590,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 12815 (asoiaf_custom_character_colourations),0
11,portrait_templates,1591,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13014 (asoiaf_custom_character_colourations),0
11,portrait_templates,1592,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13020 (asoiaf_custom_character_colourations),0
11,portrait_templates,1593,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13026 (asoiaf_custom_character_colourations),0
11,portrait_templates,1594,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13032 (asoiaf_custom_character_colourations),0
11,portrait_templates,1595,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13038 (asoiaf_custom_character_colourations),0
11,portrait_templates,1596,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13609 (asoiaf_custom_character_colourations),0
11,portrait_templates,1597,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13615 (asoiaf_custom_character_colourations),0
11,portrait_templates,1598,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13621 (asoiaf_custom_character_colourations),0
11,portrait_templates,1599,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13627 (asoiaf_custom_character_colourations),0
11,portrait_templates,1600,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13788 (asoiaf_custom_character_colourations),0
11,portrait_templates,1601,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13794 (asoiaf_custom_character_colourations),0
11,portrait_templates,1602,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13800 (asoiaf_custom_character_colourations),0
11,portrait_templates,1603,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13806 (asoiaf_custom_character_colourations),0
11,portrait_templates,1604,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 13812 (asoiaf_custom_character_colourations),0
11,portrait_templates,1605,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14180 (asoiaf_custom_character_colourations),0
11,portrait_templates,1606,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14186 (asoiaf_custom_character_colourations),0
11,portrait_templates,1607,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14192 (asoiaf_custom_character_colourations),0
11,portrait_templates,1608,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14198 (asoiaf_custom_character_colourations),0
11,portrait_templates,1609,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14204 (asoiaf_custom_character_colourations),0
11,portrait_templates,1610,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14561 (asoiaf_custom_character_colourations),0
11,portrait_templates,1611,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14567 (asoiaf_custom_character_colourations),0
11,portrait_templates,1612,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14573 (asoiaf_custom_character_colourations),0
11,portrait_templates,1613,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14579 (asoiaf_custom_character_colourations),0
11,portrait_templates,1614,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14585 (asoiaf_custom_character_colourations),0
11,portrait_templates,1615,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14640 (asoiaf_custom_character_colourations),0
11,portrait_templates,1616,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14646 (asoiaf_custom_character_colourations),0
11,portrait_templates,1617,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14652 (asoiaf_custom_character_colourations),0
11,portrait_templates,1618,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14658 (asoiaf_custom_character_colourations),0
11,portrait_templates,1619,dnamodifier.cpp:330,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 14664 (asoiaf_custom_character_colourations),0
11,portrait_rules,1620,pdx_persistent_reader.cpp:216,"Error: ""Unexpected token: accesory, near line: 17857"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt"" near line: 17857",0
11,portrait_templates,1621,dnamodifier.cpp:338,Need a value set. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 17853 (asoiaf_custom_character_clothes),0
11,portrait_templates,1623,dnamodifier.cpp:330,could not find template [asoiaf_fots_religious_clothes]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 19159 (asoiaf_custom_character_clothes),0
11,portrait_templates,1624,dnamodifier.cpp:469,"Failed to find accessory group for asoiaf_fots_religious_clothes, near file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 19159 (asoiaf_custom_character_clothes)",0
11,portrait_templates,1625,dnamodifier.cpp:481,"Can't find accessory 'male_clothes_religious_catholic_high_1' in gene template religious_catholic_high_clothes, near file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 797 (asoiaf_septon_clothes_modifiers)",0
11,portrait_rules,1626,jomini_eventtarget.cpp:692,Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1092 (asoiaf_drowned_man_clothes_modifiers:weight),0
11,portrait_rules,1627,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: liege.has_religion, near line: 1092"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1093",0
11,portrait_rules,1628,jomini_eventtarget.cpp:692,Failed to find a valid event target link 'has_religion' at file: gfx/portraits/portrait_modifiers/asoiaf_clothes.txt line: 1176 (asoiaf_drowned_man_clothes_modifiers:weight),0
11,portrait_rules,1629,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: liege.has_religion, near line: 1176"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_clothes.txt"" near line: 1181",0
11,portrait_templates,1630,dnamodifier.cpp:481,"Can't find accessory 'male_legwear_asoiaf_hound_legs' in gene template asoiaf_all_legwears, near file: gfx/portraits/portrait_modifiers/asoiaf_clothes_armor.txt line: 6706 (asoiaf_clothes_armor)",0
11,portrait_templates,1631,dnamodifier.cpp:330,could not find template [dragon_horns_small]. file: gfx/portraits/portrait_modifiers/asoiaf_dragon_appearance_flags.txt line: 98 (asoiaf_dragon_appearances),0
11,portrait_templates,1632,dnamodifier.cpp:330,could not find template [dragon_horns_small]. file: gfx/portraits/portrait_modifiers/asoiaf_dragon_appearance_flags.txt line: 522 (asoiaf_dragon_appearances),0
11,portrait_templates,1633,dnamodifier.cpp:481,"Can't find accessory 'male_hair_fp1_09' in gene template agot_all_hairstyles, near file: gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt line: 1911 (asoiaf_hairs_custom_appearances)",0
11,portrait_templates,1634,dnamodifier.cpp:330,could not find template [head_top_height_neg]. file: gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt line: 3409 (asoiaf_headgear_armor),0
11,portrait_templates,1635,dnamodifier.cpp:330,could not find template [head_top_height_neg]. file: gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt line: 3548 (asoiaf_headgear_armor),0
11,portrait_templates,1636,dnamodifier.cpp:330,could not find template [head_top_height_neg]. file: gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt line: 3679 (asoiaf_headgear_armor),0
11,portrait_templates,1637,dnamodifier.cpp:330,could not find template [head_top_height_neg]. file: gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt line: 4026 (asoiaf_headgear_armor),0
11,portrait_templates,1638,dnamodifier.cpp:330,could not find template [head_top_height_neg]. file: gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt line: 4144 (asoiaf_headgear_armor),0
11,portrait_rules,1639,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_3, near line: 81"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 83",0
11,portrait_rules,1640,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_3, near line: 165"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 167",0
11,portrait_rules,1641,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_4, near line: 264"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 269",0
11,portrait_rules,1642,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_4, near line: 330"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 335",0
11,portrait_rules,1643,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_5, near line: 645
Unknown trigger: is_character_baratheon_6, near line: 646
Unknown trigger: is_character_baratheon_7, near line: 647"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 651",0
11,portrait_rules,1646,pdx_persistent_reader.cpp:216,"Error: ""Unknown trigger: is_character_baratheon_5, near line: 694
Unknown trigger: is_character_baratheon_6, near line: 695
Unknown trigger: is_character_baratheon_7, near line: 696"" in file: ""gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt"" near line: 700",0
11,portrait_templates,1649,dnamodifier.cpp:481,"Can't find accessory 'male_legwear_asoiaf_kingsguard_legs_1' in gene template asoiaf_all_legwears, near file: gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt line: 9 (asoiaf_legwear)",0
11,portrait_templates,1650,dnamodifier.cpp:481,"Can't find accessory 'male_legwear_asoiaf_kingsguard_legs_2' in gene template asoiaf_all_legwears, near file: gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt line: 40 (asoiaf_legwear)",0
11,portrait_templates,1651,dnamodifier.cpp:330,could not find template [high_valyrian_war_legwear]. file: gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt line: 91 (asoiaf_legwear),0
11,portrait_templates,1652,dnamodifier.cpp:330,could not find template [stormlands_war_04_legwear]. file: gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt line: 114 (asoiaf_legwear),0
12,variable_not_set,2361,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_8_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2327,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_84_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2363,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_96_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2355,jomini_effect.cpp:1161,Variable 'is_jon_snow' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2329,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_97_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2356,jomini_effect.cpp:1161,Variable 'kingsguard_armour' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2362,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_99_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2334,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_2_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2348,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_101_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2336,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_1_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2335,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_87_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2347,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_95_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2326,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_11_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2365,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_9_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2353,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_88_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2345,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_100_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2352,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_3_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2359,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_5_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2339,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_6_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2324,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_102_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2343,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_94_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2331,jomini_effect.cpp:1161,Variable 'faegon_main_character' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2349,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_10_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2346,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_4_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2364,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_98_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2344,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_103_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2358,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_86_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_not_set,2338,jomini_effect.cpp:1161,Variable 'asoiaf_Stark_7_cc' is used but is never set. Setting it in an unused scripted trigger or effect does not count,0
12,variable_unused,2407,jomini_effect.cpp:1145,Variable 'asoiaf_is_needle' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2391,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Cole_11_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2372,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Reed_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2408,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Targaryen_27_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2394,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Karstark_4_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2382,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Targaryen_28_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2409,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Baelish_2_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2396,jomini_effect.cpp:1145,Variable 'dark_sister_artifact' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2376,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Arryn_3_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2400,jomini_effect.cpp:1145,Variable 'agot_faegon_jae_birth_year' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2403,jomini_effect.cpp:1145,Variable 'asoiaf_is_krakenfall' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2384,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Baratheon_baby_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2398,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Targaryen_95_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2379,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Arryn_84_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2393,jomini_effect.cpp:1145,Variable 'asoiaf_is_red_vipers_spear' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2374,jomini_effect.cpp:1145,Variable 'agot_faegon_jon_snow_char' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
12,variable_unused,2399,jomini_effect.cpp:1145,Variable 'asoiaf_canon_children_Stark_1_born_variable' is set but is never used. Note that use in localization doesn't count due to technical limitations. Use in unused scripted triggers and effects also does not count,0
