"LogLine","Key","Category","FirstFile","SecondFile","RepositoryDefinitions","DistinctValues","Mods"
"318","DI_ce_tab_intrigue","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"319","DI_ce_tab_authority","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"320","DI_ce_tab_provincial","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"321","DI_ce_tab_governing","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"322","DI_ce_tab_military","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"323","DI_ce_tab_learning","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"324","DI_ce_tab_maa","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"325","DI_ce_tab_custom","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"326","DI_custom_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"327","DI_prestige_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"328","DI_prestige_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"329","DI_piety_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"330","DI_piety_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"331","DI_income_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"332","DI_income_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"333","DI_opinion_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"334","DI_opinion_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"335","DI_health_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"336","DI_health_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"337","DI_intrigue_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"338","DI_intrigue_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"339","DI_authority_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"340","DI_authority_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"341","DI_provincial_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"342","DI_provincial_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"343","DI_governing_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"344","DI_governing_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"345","DI_military_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"346","DI_military_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"347","DI_learning_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"348","DI_learning_modifiers_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"349","DI_maa_modifiers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"350","DI_modifier_neg","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"351","DI_modifier_mult","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"352","DI_modifier_increment","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"353","DI_increment_broken","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"354","DI_modifiers_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"355","DI_modifier_add_remove","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"356","DI_space_marines","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"357","DI_contraceptive","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"358","DI_immune_to_schemes","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"359","DI_ultra_build","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"360","DI_building_slots","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"361","DI_one_building_slot","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"362","DI_domain_limit","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"363","DI_money_printer","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"364","DI_perma_health","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"365","DI_trait_xp_boost","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"366","DI_commander_trait_xp_boost","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"367","DI_godlike_inheritance","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"368","DI_true_rulers","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"369","DI_plague_doctor","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"370","DI_imperial_march","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"371","DI_dread_lord","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"372","DI_lifestyle_mastery","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"373","DI_travel_speed","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"374","DI_travel_safety","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"375","DI_legend_spread","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"376","DI_prestige_printer","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"377","DI_piety_printer","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"378","DI_everybody_loves_me","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"379","DI_full_stomachs","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"380","DI_meritorious","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"381","no_legitimacy_change","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"382","DI_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"383","DI_trait_window_tooltip","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"384","DI_ce_tab_physical","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"385","DI_ce_tab_education","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"386","DI_ce_tab_commander","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"387","DI_ce_tab_lifestyle","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"388","DI_ce_tab_personality","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"389","DI_ce_tab_fame","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"390","DI_ce_tab_other","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"391","DI_ce_tab_tracked","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"392","DI_ce_tab_pinned","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"393","DI_pinned_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"394","DI_pinned_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"395","DI_trait_button_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"396","DI_trait_xp_button_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"397","DI_tracked_trait_marker_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"398","DI_physical_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"399","DI_physical_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"400","DI_education_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"401","DI_education_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"402","DI_commander_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"403","DI_commander_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"404","DI_lifestyle_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"405","DI_lifestyle_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"406","DI_personality_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"407","DI_personality_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"408","DI_health_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"409","DI_health_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"410","DI_fame_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"411","DI_fame_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"412","DI_other_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"413","DI_other_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"414","DI_tracked_traits","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"415","DI_tracked_traits_tt","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"416","trait_nnn_challenger","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"417","trait_nnn_challenger_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"418","trait_nnn_challenger_character_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"419","trait_build_speed_cheat","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"420","trait_build_speed_cheat_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"421","trait_build_speed_cheat_character_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"422","trait_stress_gain_remove","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"423","trait_stress_gain_remove_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"424","trait_stress_gain_remove_character_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"425","trait_tyranny_gain_remove","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"426","trait_tyranny_gain_remove_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"427","trait_tyranny_gain_remove_character_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"428","trait_boost_stats","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"429","trait_boost_stats_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"430","trait_boost_stats_character_desc","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","1","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"431","trait_100_stat_man","Expected corrective localization override","localization/russian/gui/DI_RUS_l_russian.yml","localization/russian/gui/DI_l_russian.yml","1","2","Divine Intervention AGOT | Русификатор | Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
