"LogLine","Key","Category","FirstFile","SecondFile","RepositoryDefinitions","DistinctValues","Mods"
"149","agot_laid_clutch_desc_second_perspective_2","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","1","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"150","agot_laid_clutch_desc_third_perspective_2","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"151","agot_dragon_laid_clutch_3","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"152","agot_laid_clutch_desc_3","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"153","agot_laid_clutch_desc_second_perspective_3","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","1","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"154","agot_laid_clutch_desc_third_perspective_3","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"155","agot_dragon_laid_clutch_4","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"156","agot_laid_clutch_desc_4","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"157","agot_laid_clutch_desc_second_perspective_4","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"158","agot_laid_clutch_desc_third_perspective_4","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"159","agot_dragon_laid_clutch_5","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"160","agot_laid_clutch_desc_5","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"161","agot_laid_clutch_desc_second_perspective_5","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","1","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"162","agot_laid_clutch_desc_third_perspective_5","Expected corrective localization override","localization/russian/more_dragon_eggs_decisions_l_russian.yml","localization/russian/agot/agot_memories_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"163","visenya_circlet_name","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"164","visenya_circlet_description","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"165","daemonblackfyre_crown_name","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"166","daemonblackfyre_crown_description","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"167","crown_of_gardener_war_iron_name","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"168","crown_of_gardener_war_iron_description","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"169","crown_of_westerling_name","Identical localization definitions","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","1","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"170","crown_of_westerling_description","Reviewed same-object mod override","localization/russian/ntc_artifacts_l_russian.yml","localization/russian/agot/artifacts/agot_artifacts_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"171","agot_dragon_maintenance.0802.t","Reviewed same-object mod override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/agot_dragon_maintenance_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация"
"172","agot_dragon_maintenance.0802.desc","Reviewed same-object mod override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/agot_dragon_maintenance_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация"
"173","agot_filler_crownlands.0004.t","Expected corrective localization override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/filler_events/agot_filler_events_crownlands_l_russian.yml","1","1","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"174","agot_filler_crownlands.0004.desc","Expected corrective localization override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/filler_events/agot_filler_events_crownlands_l_russian.yml","1","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"175","agot_filler_crownlands.0004.a","Reviewed same-object mod override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/filler_events/agot_filler_events_crownlands_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация"
"176","agot_filler_crownlands.0004.tt","Expected corrective localization override","localization/russian/more_dragon_eggs_events_l_russian.yml","localization/russian/agot/event_localization/filler_events/agot_filler_events_crownlands_l_russian.yml","1","3","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация | AGOT More Dragon Eggs | Исправления русификатора и совместимости"
"177","nagga_desc","Localization duplicate needs review","localization/russian/mde_artifacts_l_russian.yml","localization/russian/agot/gui/agot_travel_planner_window_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT More Dragon Eggs - Русификация"
"178","PORTRAIT_MODIFIER_custom_headgear_crown_of_the_grey_king_rusted","Reviewed same-object mod override","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","localization/russian/agot/portraits/agot_portrait_modifiers_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"179","PORTRAIT_MODIFIER_custom_headgear_female_crown_of_the_grey_king_rusted","Reviewed same-object mod override","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","localization/russian/agot/portraits/agot_portrait_modifiers_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"180","PORTRAIT_MODIFIER_custom_headgear_crown_of_gardener_war_iron","Reviewed same-object mod override","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","localization/russian/agot/portraits/agot_portrait_modifiers_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"181","PORTRAIT_MODIFIER_custom_headgear_female_crown_of_gardener_war_iron","Reviewed same-object mod override","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","localization/russian/agot/portraits/agot_portrait_modifiers_l_russian.yml","0","2","A Game of Thrones | Русификатор | AGOT - Crowns of Westeros - Русификация"
"182","artifact_vs_sword_1_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"183","artifact_vs_sword_1_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"184","artifact_vs_sword_2_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"185","artifact_vs_sword_2_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"186","artifact_vs_sword_3_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"187","artifact_vs_sword_3_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"188","artifact_vs_sword_4_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"189","artifact_vs_sword_4_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"190","artifact_vs_axe_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"191","artifact_vs_axe_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"192","artifact_vs_mace_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"193","artifact_vs_mace_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"194","artifact_vs_spear_1_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"195","artifact_vs_spear_1_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"196","artifact_vs_dagger_1_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"197","artifact_vs_dagger_1_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"198","artifact_vs_halberd_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"199","artifact_vs_halberd_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"200","artifact_dragon_horn_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"201","dragon_horn_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"202","dragon_horn_end_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"203","dragon_horn_silver_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"204","dragon_horn_black_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"205","dragon_horn_red_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"206","dragon_horn_brown_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"207","dragon_horn_blackGold_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"208","dragon_horn_tan_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"209","artifact_dragon_whip","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"210","artifact_dragon_whip_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"211","artifact_valyrian_book","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"212","valyrian_book_desc","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"213","artifact_vs_goblet_name","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"214","artifact_vs_goblet","Identical localization definitions","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","1","Valyrian Steel | Valyrian Steel - Русификация"
"215","artifact_vs_goblet_description","Expected external translation override","localization/russian/targ_artifacts_l_russian.yml","localization/russian/artifacts/targ_artifacts_l_russian.yml","0","2","Valyrian Steel | Valyrian Steel - Русификация"
"216","DIAnd1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"217","DIAnd2","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"218","DIOf1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"219","DIOf2","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"220","DI_primary_character_0","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"221","DI_primary_character_1","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"222","DI_primary_character_2","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"223","DI_secondary_character_0","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"224","DI_secondary_character_1","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"225","DI_tertiary_character_0","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"226","DI_tertiary_character_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"227","DI_tertiary_character_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"228","DIAdopt","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"229","DIAdopts","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"230","DI_father_check_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"231","DI_father_check_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"232","DI_betrothed_check_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"233","DI_betrothed_check_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"234","DI_choose_primary_character","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"235","DI_choose_secondary_character","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"236","DI_choose_tertiary_character","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"237","DI_choose_primary_and_secondary_characters","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"238","DI_choose_primary_and_tertiary_characters","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"239","DI_adoption_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"240","DI_adoption_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"241","DI_adoption_triggered_desc_3","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"242","DI_adoption_triggered_desc_4","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"243","DI_adoption_triggered_desc_5","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"244","DI_adoption_house_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"245","DI_cadet_branch_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"246","DI_cadet_branch_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"247","DI_cadet_branch_triggered_desc_3","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"248","DI_pregnancy_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"249","DI_pregnancy_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"250","DI_pregnancy_triggered_desc_3","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"251","DI_set_real_father_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"252","DI_set_real_father_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"253","DI_set_real_father_triggered_desc_3","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"254","DI_set_father_as_real_father_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"255","DI_set_father_as_real_father_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"256","DI_marry_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"257","DI_marry_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"258","DI_marry_triggered_desc_3","Identical localization definitions","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","1","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"259","DI_add_concubine_triggered_desc_1","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"260","DI_add_concubine_triggered_desc_2","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"261","DI_add_concubine_triggered_desc_3","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
"262","DI_add_concubine_triggered_desc_4","Expected external translation override","localization/russian/custom_localization/DI_RUS_custom_loc_l_russian.yml","localization/russian/custom_localization/DI_custom_loc_l_russian.yml","0","2","Divine Intervention Cheat Menu | Divine Intervention CM [RUS]"
