File,MeshIndex,Channel,Vertices,PayloadSHA256,IdenticalChannels,Min,Max,UniqueUVPairs,Start,End,RemoveProposed
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,0,u2,11542,084A8CD9EB74B7FE4063C629CD22235B8D1D0BDB963203BB377300E6AAA36E65,"['u0', 'u1', 'u3']",-0.376220703125,1.7060546875,6216,646479,738824,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,0,u3,11542,084A8CD9EB74B7FE4063C629CD22235B8D1D0BDB963203BB377300E6AAA36E65,"['u0', 'u1', 'u2']",-0.376220703125,1.7060546875,6216,738824,831169,True
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,1,u0,187,605818EA14C92F0429154CBCC8FC196CEFA339D64C1A42E646AC038D53EBFEA1,"['u1', 'u2', 'u3']",0.3935546875,0.93212890625,116,1431802,1433307,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,1,u1,187,605818EA14C92F0429154CBCC8FC196CEFA339D64C1A42E646AC038D53EBFEA1,"['u0', 'u2', 'u3']",0.3935546875,0.93212890625,116,1433307,1434812,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,1,u2,187,605818EA14C92F0429154CBCC8FC196CEFA339D64C1A42E646AC038D53EBFEA1,"['u0', 'u1', 'u3']",0.3935546875,0.93212890625,116,1434812,1436317,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_dynast_coa/asoiaf_ironborn_armour_dynast_coa.mesh,1,u3,187,605818EA14C92F0429154CBCC8FC196CEFA339D64C1A42E646AC038D53EBFEA1,"['u0', 'u1', 'u2']",0.3935546875,0.93212890625,116,1436317,1437822,True
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_high_coa/asoiaf_ironborn_armour_high_coa.mesh,0,u0,9738,BEC9CAD150F1AA322A139B729AA725ACBC29FAD31C303093666EB5A89CE01399,"['u1', 'u2', 'u3']",-0.376220703125,1.7060546875,5369,389627,467540,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_high_coa/asoiaf_ironborn_armour_high_coa.mesh,0,u1,9738,BEC9CAD150F1AA322A139B729AA725ACBC29FAD31C303093666EB5A89CE01399,"['u0', 'u2', 'u3']",-0.376220703125,1.7060546875,5369,467540,545453,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_high_coa/asoiaf_ironborn_armour_high_coa.mesh,0,u2,9738,BEC9CAD150F1AA322A139B729AA725ACBC29FAD31C303093666EB5A89CE01399,"['u0', 'u1', 'u3']",-0.376220703125,1.7060546875,5369,545453,623366,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_armour_high_coa/asoiaf_ironborn_armour_high_coa.mesh,0,u3,9738,BEC9CAD150F1AA322A139B729AA725ACBC29FAD31C303093666EB5A89CE01399,"['u0', 'u1', 'u2']",-0.376220703125,1.7060546875,5369,623366,701279,True
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_high/asoiaf_tyrell_armour_high.mesh,0,u0,4671,0D65D06A4A2734D35FA21140D695D987EBCB97D22199E7B8B7A353FEC5293A37,"['u1', 'u2', 'u3']",0.0021381378173828125,0.9990234375,3036,186941,224318,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_high/asoiaf_tyrell_armour_high.mesh,0,u1,4671,0D65D06A4A2734D35FA21140D695D987EBCB97D22199E7B8B7A353FEC5293A37,"['u0', 'u2', 'u3']",0.0021381378173828125,0.9990234375,3036,224318,261695,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_high/asoiaf_tyrell_armour_high.mesh,0,u2,4671,0D65D06A4A2734D35FA21140D695D987EBCB97D22199E7B8B7A353FEC5293A37,"['u0', 'u1', 'u3']",0.0021381378173828125,0.9990234375,3036,261695,299072,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_reach/asoiaf_tyrell_armour_high/asoiaf_tyrell_armour_high.mesh,0,u3,4671,0D65D06A4A2734D35FA21140D695D987EBCB97D22199E7B8B7A353FEC5293A37,"['u0', 'u1', 'u2']",0.0021381378173828125,0.9990234375,3036,299072,336449,True
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_drowned_man_robes/asoiaf_drowned_man_robes_high/asoiaf_drowned_man_robes_high.mesh,0,u0,7282,3C12056B70EA7D1A431A503AA5F8C0DF6CDFE2B3335FF1B429369B3F7A415A8E,"['u1', 'u2', 'u3']",0.003993988037109375,1.0,4114,291385,349650,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_drowned_man_robes/asoiaf_drowned_man_robes_high/asoiaf_drowned_man_robes_high.mesh,0,u1,7282,3C12056B70EA7D1A431A503AA5F8C0DF6CDFE2B3335FF1B429369B3F7A415A8E,"['u0', 'u2', 'u3']",0.003993988037109375,1.0,4114,349650,407915,False
gfx/models/portraits/m_clothes/asoiaf/asoiaf_religious_clothing/asoiaf_drowned_man_robes/asoiaf_drowned_man_robes_high/asoiaf_drowned_man_robes_high.mesh,0,u2,7282,3C12056B70EA7D1A431A503AA5F8C0DF6CDFE2B3335FF1B429369B3F7A415A8E,"['u0', 'u1', 'u3']",0.003993988037109375,1.0,4114,407915,466180,False
