"Line","Time","Component","Message","Category","Owner","Files","Key","FirstFile","SecondFile"
"6334","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6335","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6336","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wounded! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6337","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6338","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6339","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wings_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6340","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene skin_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6341","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene eye_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6342","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_head_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6343","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_lower_lid_size! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6344","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3257 (Tarth_asoiaf_1)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6345","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3444 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6346","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3445 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6347","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3446 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6348","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3447 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6349","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3448 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6350","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3449 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6351","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_horn_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3450 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6352","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_horn_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3451 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6353","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 3584 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6354","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 3585 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6355","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 3586 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6356","11:22:52","portraitcontext.cpp:184","No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 3592 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6357","11:22:52","portraitcontext.cpp:184","No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 3596 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6358","11:22:52","portraitcontext.cpp:184","No gene with key: gene_bs_head_round_shape in group human at file: common/dna_data/test_dna_stormlands.txt line: 3599 (Tarth_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6359","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_face_dacals! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6360","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6361","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6362","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6363","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6364","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6365","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6366","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6367","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6368","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6369","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6370","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6371","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6372","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6373","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6374","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6375","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6376","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_fire_smoke! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6377","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_metallic_scales_strength! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6378","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6379","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6380","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wounded! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6381","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6382","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6383","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wings_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6384","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene skin_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6385","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene eye_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6386","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_head_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6387","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_lower_lid_size! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6388","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3438 (Tarth_asoiaf_3)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6389","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3624 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6390","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3625 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6391","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3626 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6392","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3627 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6393","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3628 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6394","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3629 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6395","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_horn_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3630 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6396","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_horn_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3631 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6397","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_size in group human at file: common/dna_data/test_dna_stormlands.txt line: 3764 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6398","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_shut_top in group human at file: common/dna_data/test_dna_stormlands.txt line: 3765 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6399","11:22:52","portraitcontext.cpp:184","No gene with key: gene_eye_shut_bottom in group human at file: common/dna_data/test_dna_stormlands.txt line: 3766 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6400","11:22:52","portraitcontext.cpp:184","No gene with key: gene_forehead_inner_brow_width in group human at file: common/dna_data/test_dna_stormlands.txt line: 3772 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6401","11:22:52","portraitcontext.cpp:184","No gene with key: gene_bs_eye_fold_2 in group human at file: common/dna_data/test_dna_stormlands.txt line: 3776 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6402","11:22:52","portraitcontext.cpp:184","No gene with key: gene_bs_head_round_shape in group human at file: common/dna_data/test_dna_stormlands.txt line: 3779 (Tarth_asoiaf_6)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6403","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_face_dacals! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6404","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6405","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6406","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6407","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6408","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6409","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6410","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6411","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6412","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_hue! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6413","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_value! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6414","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_primary_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6415","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_secondary_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6416","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_tertiary_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6417","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_eye_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6418","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_horn_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6419","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_fire_color! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6420","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_fire_smoke! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6421","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_metallic_scales_strength! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6422","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_shadows! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6423","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_scale_highlights! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6424","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wounded! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6425","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6426","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_body_pattern! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6427","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_dragon_wings_shading! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6428","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene skin_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6429","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene eye_color_saturation! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6430","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_head_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6431","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_lower_lid_size! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6432","11:22:52","portraitcontext.cpp:326","Persistent portrait info missing gene gene_bs_eye_shape! at 'file: common/dna_data/test_dna_stormlands.txt line: 3618 (Tarth_asoiaf_6)'","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6433","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3804 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6434","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_skin_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3805 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6435","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3806 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6436","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_highlight_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3807 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6437","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_hue in group human at file: common/dna_data/test_dna_stormlands.txt line: 3808 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
"6438","11:22:52","portraitcontext.cpp:184","No gene with key: gene_dragon_eye_value in group human at file: common/dna_data/test_dna_stormlands.txt line: 3809 (Selmy_asoiaf_3)","Graphics / portrait source error","AGOT+","common/dna_data/test_dna_stormlands.txt","","",""
